order_id,product,product_description,origin,destination,shipping_mode,order_date,delay_days,customer_review
ORDH07JR8M,Keyboard,Keyboard shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2025-03-22,5,smooth and fast shipping process
ORD87JH4Z8,Laptop,Laptop shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-06-18,4,excellent logistics experience
ORD8R5P03W,Monitor,Monitor shipped via Road from Kano to Kano,Kano,Kano,Road,2025-08-03,3,on time and well packaged
ORDNWCGBSV,Backpack,Backpack shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2025-02-11,2,fast delivery and great service
ORDE3PGIHN,Headphones,Headphones shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-11-22,0,fast delivery and great service
ORDZHULICK,Shoes,Shoes shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-07-28,3,late delivery caused frustration
ORDZ83YUXY,Tablet,Tablet shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2024-07-20,3,fast delivery and great service
ORD2R9PEGL,Tablet,Tablet shipped via Air from Abuja to Ibadan,Abuja,Ibadan,Air,2024-10-18,3,fast delivery and great service
ORDX496K4O,Keyboard,Keyboard shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2025-10-22,0,fast delivery and great service
ORDCD20J1O,Keyboard,Keyboard shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2025-02-06,0,late delivery caused frustration
ORDZQ48ENW,Smartphone,Smartphone shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2024-05-22,5,delayed shipment due to weather
ORD950ID03,Keyboard,Keyboard shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-02-14,2,delayed shipment due to weather
ORDBKJY2NZ,Headphones,Headphones shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-05-09,4,on time and well packaged
ORD5158OQE,Keyboard,Keyboard shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-11-08,3,poor handling caused delay
ORD9L0IJKC,Keyboard,Keyboard shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2024-03-17,3,poor handling caused delay
ORDCAH3GDH,Monitor,Monitor shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-11-15,4,poor handling caused delay
ORDX4DE7NQ,Monitor,Monitor shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2024-07-11,1,delayed shipment due to weather
ORDKFL5XF5,Laptop,Laptop shipped via Express from Abuja to Lagos,Abuja,Lagos,Express,2024-07-10,3,late delivery caused frustration
ORDBXQJ7DP,Headphones,Headphones shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2025-06-04,2,on time and well packaged
ORDBJDX0PK,Tablet,Tablet shipped via Sea from Abuja to Ibadan,Abuja,Ibadan,Sea,2025-06-26,2,delivery slower than expected
ORDRPYX8HB,Smartphone,Smartphone shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-03-08,2,smooth and fast shipping process
ORDDIWZOD0,Backpack,Backpack shipped via Road from Kano to Abuja,Kano,Abuja,Road,2024-07-27,3,on time and well packaged
ORDWZKAG6W,Backpack,Backpack shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2025-11-28,2,delayed shipment due to weather
ORDFLQ8XPA,Backpack,Backpack shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2025-08-31,5,on time and well packaged
ORD8URID3U,Backpack,Backpack shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2024-05-30,1,delayed shipment due to weather
ORDD2MRMTX,Backpack,Backpack shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-12-27,2,late delivery caused frustration
ORDZ6146VE,Keyboard,Keyboard shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2024-08-13,2,package arrived damaged
ORDMBUZPHD,Tablet,Tablet shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-06-23,5,package arrived damaged
ORDJY5OP9L,Smartphone,Smartphone shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2025-09-19,3,delayed shipment due to weather
ORDPQ82K8R,Headphones,Headphones shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2025-09-30,5,smooth and fast shipping process
ORDXKK2ABK,Monitor,Monitor shipped via Express from Lagos to Lagos,Lagos,Lagos,Express,2024-11-09,0,fast delivery and great service
ORDPXAJMK4,Keyboard,Keyboard shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2024-05-26,3,excellent logistics experience
ORDP7KB7IY,Tablet,Tablet shipped via Air from Kano to Kano,Kano,Kano,Air,2024-09-24,4,late delivery caused frustration
ORDVGP52F1,Backpack,Backpack shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-11-04,3,late delivery caused frustration
ORDDUWTN5P,Headphones,Headphones shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-05-30,5,on time and well packaged
ORDQPPOAU8,Tablet,Tablet shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2024-09-05,1,delivery slower than expected
ORDSETUK1O,Tablet,Tablet shipped via Express from Lagos to Kano,Lagos,Kano,Express,2024-02-25,5,delayed shipment due to weather
ORDB3XMDKR,Watch,Watch shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2025-12-19,7,excellent logistics experience
ORDSU8E6XF,Backpack,Backpack shipped via Road from Lagos to Kano,Lagos,Kano,Road,2024-04-27,2,delayed shipment due to weather
ORDAVEDHR3,Camera,Camera shipped via Air from Kano to Lagos,Kano,Lagos,Air,2024-11-03,2,tracking updates were helpful
ORDRGI4JWP,Monitor,Monitor shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-10-13,5,fast delivery and great service
ORDG3XG0TR,Backpack,Backpack shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-01-11,6,late delivery caused frustration
ORDOZDPPBQ,Monitor,Monitor shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2024-02-04,1,delivery slower than expected
ORDQ6MF5QA,Headphones,Headphones shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2024-12-23,2,smooth and fast shipping process
ORDOCXMZMZ,Headphones,Headphones shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-03-10,2,poor handling caused delay
ORDNQXU71S,Headphones,Headphones shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2025-08-21,0,delivery slower than expected
ORD3CB0IXR,Camera,Camera shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-04-17,1,package arrived damaged
ORD0N97CJB,Laptop,Laptop shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2024-06-27,0,on time and well packaged
ORDDQEWUHR,Backpack,Backpack shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2025-03-20,1,smooth and fast shipping process
ORD3GUWYH3,Smartphone,Smartphone shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-12-14,2,package arrived damaged
ORDY80TGH3,Keyboard,Keyboard shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2024-03-09,3,poor handling caused delay
ORDPNCC2KE,Shoes,Shoes shipped via Sea from Lagos to Ibadan,Lagos,Ibadan,Sea,2024-01-24,6,excellent logistics experience
ORD3K3OM5F,Backpack,Backpack shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2025-06-14,1,delivery slower than expected
ORDSOCZDQ7,Backpack,Backpack shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2025-03-07,4,late delivery caused frustration
ORDH5CH3L1,Smartphone,Smartphone shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-07-31,2,delivery slower than expected
ORDZ1B98VW,Laptop,Laptop shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-10-04,2,fast delivery and great service
ORDDRIMR25,Shoes,Shoes shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2024-07-19,4,smooth and fast shipping process
ORDVNYARNN,Headphones,Headphones shipped via Road from Kano to Kano,Kano,Kano,Road,2024-04-28,0,poor handling caused delay
ORDEW6MM7I,Laptop,Laptop shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2025-02-26,3,smooth and fast shipping process
ORDU9AZ3CE,Headphones,Headphones shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2024-12-24,3,delivery slower than expected
ORDXIKVREC,Backpack,Backpack shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2025-12-23,3,on time and well packaged
ORD64PKNT5,Shoes,Shoes shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2025-12-15,3,smooth and fast shipping process
ORDSB6ZWKH,Headphones,Headphones shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2025-07-20,7,excellent logistics experience
ORDE02BIP1,Laptop,Laptop shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-10-03,1,late delivery caused frustration
ORDVK8C4NA,Tablet,Tablet shipped via Air from Kano to Kano,Kano,Kano,Air,2024-08-17,1,excellent logistics experience
ORDNXTXB17,Monitor,Monitor shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2024-01-29,1,on time and well packaged
ORD0W52713,Keyboard,Keyboard shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-03-10,1,delivery slower than expected
ORDZ1J8Q9I,Smartphone,Smartphone shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-09-12,1,smooth and fast shipping process
ORDKUBJJJX,Monitor,Monitor shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2025-08-05,5,on time and well packaged
ORD44PAABM,Keyboard,Keyboard shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-08-16,5,delayed shipment due to weather
ORDJVLCG1J,Camera,Camera shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2024-05-30,1,delivery slower than expected
ORDXIXGSPL,Keyboard,Keyboard shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2024-09-20,1,fast delivery and great service
ORDY4MZVMC,Camera,Camera shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2024-08-30,3,excellent logistics experience
ORDLN3OX5F,Watch,Watch shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2025-02-21,1,on time and well packaged
ORDQ9WFB76,Smartphone,Smartphone shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-11-16,4,smooth and fast shipping process
ORDZ02Z7NU,Headphones,Headphones shipped via Air from Kano to Lagos,Kano,Lagos,Air,2024-08-17,3,delivery slower than expected
ORDSUTP04S,Smartphone,Smartphone shipped via Express from Ibadan to Kano,Ibadan,Kano,Express,2024-11-20,0,late delivery caused frustration
ORDHU6L29I,Watch,Watch shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-02-23,6,on time and well packaged
ORDCUCNRI2,Shoes,Shoes shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-02-21,6,delivery slower than expected
ORDXV2MEOS,Headphones,Headphones shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-07-03,1,poor handling caused delay
ORDAEJT70E,Smartphone,Smartphone shipped via Road from Kano to Lagos,Kano,Lagos,Road,2024-03-15,2,package arrived damaged
ORDSTNPEZI,Backpack,Backpack shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2025-08-28,3,delivery slower than expected
ORDW9B0MQO,Camera,Camera shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-12-17,3,package arrived damaged
ORD00V3SFA,Monitor,Monitor shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-11-24,4,poor handling caused delay
ORDG0K1IRB,Keyboard,Keyboard shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2024-10-19,7,on time and well packaged
ORDN18B850,Tablet,Tablet shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2024-04-11,2,on time and well packaged
ORDKEJP5K7,Monitor,Monitor shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2024-05-24,1,delayed shipment due to weather
ORDH41A68T,Shoes,Shoes shipped via Air from Lagos to Kano,Lagos,Kano,Air,2025-01-13,0,excellent logistics experience
ORDK8PQEQ7,Laptop,Laptop shipped via Express from Kano to Kano,Kano,Kano,Express,2024-09-26,1,delayed shipment due to weather
ORD590EMC2,Laptop,Laptop shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2024-10-09,2,poor handling caused delay
ORDWS1ZL7P,Keyboard,Keyboard shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2025-10-11,6,fast delivery and great service
ORDIV5HHQR,Headphones,Headphones shipped via Road from Kano to Port Harcourt,Kano,Port Harcourt,Road,2024-07-22,1,delayed shipment due to weather
ORD840ACUH,Headphones,Headphones shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2025-09-20,3,tracking updates were helpful
ORDWIMT854,Backpack,Backpack shipped via Express from Kano to Kano,Kano,Kano,Express,2025-09-04,2,on time and well packaged
ORDTKH861P,Camera,Camera shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2024-04-28,5,package arrived damaged
ORDQLEZZ1R,Camera,Camera shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-01-30,8,late delivery caused frustration
ORDJH4OULY,Tablet,Tablet shipped via Express from Kano to Kano,Kano,Kano,Express,2025-02-12,1,late delivery caused frustration
ORD6J0M3LO,Monitor,Monitor shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2025-10-02,2,delayed shipment due to weather
ORD8WLVA02,Laptop,Laptop shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2025-11-01,5,fast delivery and great service
ORDSNHFT4I,Headphones,Headphones shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-08-08,4,smooth and fast shipping process
ORD07BA7DO,Camera,Camera shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2024-11-04,6,fast delivery and great service
ORDI1IJE2X,Headphones,Headphones shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-03-16,4,smooth and fast shipping process
ORDZ1OA3VF,Monitor,Monitor shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2024-11-27,2,tracking updates were helpful
ORDSAJHJXQ,Backpack,Backpack shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-02-20,4,smooth and fast shipping process
ORDKKZSN90,Watch,Watch shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2024-08-17,5,delivery slower than expected
ORD9OINUXL,Laptop,Laptop shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-07-31,4,poor handling caused delay
ORDVDO4S41,Smartphone,Smartphone shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2024-11-14,4,on time and well packaged
ORD4BYV5JH,Keyboard,Keyboard shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2024-11-16,5,excellent logistics experience
ORDLZS49CD,Laptop,Laptop shipped via Air from Kano to Abuja,Kano,Abuja,Air,2024-06-14,5,smooth and fast shipping process
ORD0FP8BPG,Keyboard,Keyboard shipped via Express from Kano to Abuja,Kano,Abuja,Express,2025-02-12,5,fast delivery and great service
ORDKPK7YSW,Watch,Watch shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-10-24,4,smooth and fast shipping process
ORDY28NVQH,Watch,Watch shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-01-11,2,on time and well packaged
ORDOFC9LGY,Keyboard,Keyboard shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2024-03-03,3,delivery slower than expected
ORDQFMUIW7,Backpack,Backpack shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2025-01-11,5,delivery slower than expected
ORD17UXHVD,Shoes,Shoes shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-07-31,1,delayed shipment due to weather
ORDESXNU4V,Monitor,Monitor shipped via Road from Kano to Abuja,Kano,Abuja,Road,2024-01-03,3,excellent logistics experience
ORD9D2FF5L,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-03-11,2,poor handling caused delay
ORDLSEUNNR,Backpack,Backpack shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2025-09-11,3,excellent logistics experience
ORD884Z4UR,Backpack,Backpack shipped via Express from Lagos to Ibadan,Lagos,Ibadan,Express,2025-10-29,5,on time and well packaged
ORDG541MPW,Shoes,Shoes shipped via Road from Kano to Port Harcourt,Kano,Port Harcourt,Road,2024-01-11,3,excellent logistics experience
ORDPSALDNJ,Smartphone,Smartphone shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2025-10-24,3,late delivery caused frustration
ORDXO9ZJCU,Smartphone,Smartphone shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2025-05-17,0,package arrived damaged
ORDR513BB6,Headphones,Headphones shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2025-03-05,4,delayed shipment due to weather
ORDCWCDT9G,Monitor,Monitor shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2025-12-27,4,package arrived damaged
ORD6V7S7O4,Smartphone,Smartphone shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-09-30,7,delayed shipment due to weather
ORDGBVYOW4,Smartphone,Smartphone shipped via Sea from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Sea,2024-04-30,2,on time and well packaged
ORDQ4D7D7G,Laptop,Laptop shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-06-22,3,fast delivery and great service
ORDHNC0I4X,Shoes,Shoes shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-01-23,3,late delivery caused frustration
ORDGFLIG5G,Backpack,Backpack shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2024-04-04,6,poor handling caused delay
ORDMN1S3YG,Monitor,Monitor shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-12-20,2,tracking updates were helpful
ORDM32HZS3,Backpack,Backpack shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-09-21,3,excellent logistics experience
ORDQBEXGFV,Watch,Watch shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-11-26,4,delayed shipment due to weather
ORDW5APMXD,Watch,Watch shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-07-13,3,package arrived damaged
ORD1PWVZ0R,Shoes,Shoes shipped via Sea from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Sea,2025-05-09,2,tracking updates were helpful
ORDK8516SP,Backpack,Backpack shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-06-16,3,smooth and fast shipping process
ORDFKVZS8U,Headphones,Headphones shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-04-02,5,late delivery caused frustration
ORD2FMOQXH,Headphones,Headphones shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-07-08,0,excellent logistics experience
ORD4P0FT1A,Headphones,Headphones shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-07-17,3,tracking updates were helpful
ORDZ6Y3Z1D,Headphones,Headphones shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2024-11-30,1,late delivery caused frustration
ORD30POCR0,Monitor,Monitor shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-08-28,5,on time and well packaged
ORDNSAVOCI,Camera,Camera shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2024-11-05,0,tracking updates were helpful
ORDDNGFLYR,Backpack,Backpack shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-02-11,1,smooth and fast shipping process
ORD4QCYD52,Smartphone,Smartphone shipped via Road from Abuja to Port Harcourt,Abuja,Port Harcourt,Road,2025-08-11,3,smooth and fast shipping process
ORDNQR8O1K,Backpack,Backpack shipped via Express from Lagos to Ibadan,Lagos,Ibadan,Express,2025-05-29,6,on time and well packaged
ORD2Z48EGP,Tablet,Tablet shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2024-12-11,2,delivery slower than expected
ORDJSW5PQB,Camera,Camera shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2025-09-05,1,on time and well packaged
ORDJMK3TGM,Smartphone,Smartphone shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2025-10-13,6,fast delivery and great service
ORDVMB0IDD,Headphones,Headphones shipped via Sea from Kano to Kano,Kano,Kano,Sea,2024-12-19,0,poor handling caused delay
ORDYI340SQ,Laptop,Laptop shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-05-30,0,delivery slower than expected
ORD9W5N9C7,Backpack,Backpack shipped via Air from Kano to Kano,Kano,Kano,Air,2024-07-07,3,late delivery caused frustration
ORDZ0C682U,Backpack,Backpack shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2025-12-11,1,fast delivery and great service
ORDNR1P02J,Smartphone,Smartphone shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-11-25,0,late delivery caused frustration
ORDJOAOEJV,Watch,Watch shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-01-19,4,on time and well packaged
ORDHW0VQPV,Keyboard,Keyboard shipped via Air from Kano to Kano,Kano,Kano,Air,2024-12-17,3,on time and well packaged
ORDL3F4RTG,Tablet,Tablet shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2025-11-07,1,delivery slower than expected
ORD8WUMH9N,Backpack,Backpack shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-01-31,0,package arrived damaged
ORDWGMP9A9,Keyboard,Keyboard shipped via Express from Kano to Abuja,Kano,Abuja,Express,2025-07-04,4,package arrived damaged
ORDN8EOHDK,Headphones,Headphones shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2024-12-26,4,excellent logistics experience
ORDPVLND58,Watch,Watch shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2024-08-18,2,tracking updates were helpful
ORDRQ3Q7GK,Keyboard,Keyboard shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-11-30,6,delayed shipment due to weather
ORDNX9OWWE,Monitor,Monitor shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2024-01-24,0,on time and well packaged
ORDVFWY8AV,Tablet,Tablet shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-06-14,0,poor handling caused delay
ORDN5G77LK,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-04-15,1,excellent logistics experience
ORDYPIGQX2,Watch,Watch shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-03-12,2,fast delivery and great service
ORD0YOSQN2,Backpack,Backpack shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2025-03-25,3,poor handling caused delay
ORD3C330BO,Keyboard,Keyboard shipped via Air from Kano to Kano,Kano,Kano,Air,2024-04-16,2,package arrived damaged
ORD41U2ZNX,Headphones,Headphones shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-09-27,3,delayed shipment due to weather
ORDLYQZ11M,Camera,Camera shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2025-08-04,0,late delivery caused frustration
ORDV1FKHNN,Backpack,Backpack shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-05-01,5,poor handling caused delay
ORDYF2EV4J,Shoes,Shoes shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2024-05-31,2,delivery slower than expected
ORDANS5SR6,Watch,Watch shipped via Sea from Abuja to Ibadan,Abuja,Ibadan,Sea,2025-06-19,5,on time and well packaged
ORDN7X5RRN,Laptop,Laptop shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2024-07-30,3,excellent logistics experience
ORDFV0EHRU,Smartphone,Smartphone shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-01-07,3,fast delivery and great service
ORDODLCTT0,Laptop,Laptop shipped via Road from Lagos to Kano,Lagos,Kano,Road,2024-09-07,4,late delivery caused frustration
ORD2G74IZG,Monitor,Monitor shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2024-04-03,3,excellent logistics experience
ORD076EKHI,Monitor,Monitor shipped via Air from Kano to Kano,Kano,Kano,Air,2025-07-03,4,fast delivery and great service
ORDLWHEDHT,Shoes,Shoes shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-08-05,5,fast delivery and great service
ORDU5E51H3,Monitor,Monitor shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2025-02-20,3,delivery slower than expected
ORDJWLRKXJ,Keyboard,Keyboard shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2025-11-25,4,smooth and fast shipping process
ORDSWE1GA6,Keyboard,Keyboard shipped via Road from Kano to Kano,Kano,Kano,Road,2024-07-02,2,delayed shipment due to weather
ORD1YD5MY3,Shoes,Shoes shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-11-10,5,smooth and fast shipping process
ORDK1QY7HY,Watch,Watch shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-06-24,1,package arrived damaged
ORDVF89X22,Backpack,Backpack shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2024-11-06,6,on time and well packaged
ORDFMM0QPO,Tablet,Tablet shipped via Air from Lagos to Kano,Lagos,Kano,Air,2025-02-22,2,on time and well packaged
ORDXFQJ3HX,Backpack,Backpack shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-11-25,0,tracking updates were helpful
ORD2LUHHS4,Laptop,Laptop shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-11-29,3,poor handling caused delay
ORD7V882O8,Camera,Camera shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2024-03-01,1,delayed shipment due to weather
ORDCMTPKQ5,Laptop,Laptop shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2024-06-03,4,delivery slower than expected
ORDKHDIU1J,Keyboard,Keyboard shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2024-03-10,1,on time and well packaged
ORD8N10HLI,Watch,Watch shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2024-09-18,2,delivery slower than expected
ORD0AEOORB,Keyboard,Keyboard shipped via Sea from Lagos to Ibadan,Lagos,Ibadan,Sea,2024-01-17,0,delivery slower than expected
ORDPBS22RU,Laptop,Laptop shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2025-07-25,2,delayed shipment due to weather
ORDT24D7V9,Laptop,Laptop shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-04-07,0,package arrived damaged
ORDXCXMSY3,Tablet,Tablet shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2024-01-07,0,delivery slower than expected
ORD3AIPJIY,Watch,Watch shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-08-11,4,on time and well packaged
ORD6ZUGFLD,Keyboard,Keyboard shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2025-07-07,4,on time and well packaged
